(qemu) info tlb
ffff8000fd2f5000: 00000000fd2f5000 ------T-W
ffff8000fd2f6000: 00000000fd2f6000 ------T-W
ffff8000fd2f7000: 00000000fd2f7000 ------T-W
ffff8000fd2f8000: 00000000fd2f8000 ------T-W
ffff8000fd2f9000: 00000000fd2f9000 ------T-W
ffff8000fd2fa000: 00000000fd2fa000 ------T-W
ffff8000fd2fb000: 00000000fd2fb000 ------T-W
ffff8000fd2fc000: 00000000fd2fc000 ------T-W
ffff8000fd2fd000: 00000000fd2fd000 ------T-W
ffff8000fd2fe000: 00000000fd2fe000 ------T-W
ffff8000fd2ff000: 00000000fd2ff000 ------T-W
ffff8000fd300000: 00000000fd300000 ------T-W
ffff8000fd301000: 00000000fd301000 ------T-W
ffff8000fd302000: 00000000fd302000 ------T-W
ffff8000fd303000: 00000000fd303000 ------T-W
ffff8000fd304000: 00000000fd304000 ------T-W
ffff8000fd305000: 00000000fd305000 ------T-W
ffff8000fd306000: 00000000fd306000 ------T-W
ffff8000fd307000: 00000000fd307000 ------T-W
ffff8000fd308000: 00000000fd308000 ------T-W
ffff8000fd309000: 00000000fd309000 ------T-W
ffff8000fd30a000: 00000000fd30a000 ------T-W
ffff8000fd30b000: 00000000fd30b000 ------T-W
ffff8000fd30c000: 00000000fd30c000 ------T-W
ffff8000fd30d000: 00000000fd30d000 ------T-W
ffff8000fd30e000: 00000000fd30e000 ------T-W
ffff8000fd30f000: 00000000fd30f000 ------T-W
ffff8000fd310000: 00000000fd310000 ------T-W
ffff8000fd311000: 00000000fd311000 ------T-W
ffff8000fd312000: 00000000fd312000 ------T-W
ffff8000fd313000: 00000000fd313000 ------T-W
ffff8000fd314000: 00000000fd314000 ------T-W
ffff8000fd315000: 00000000fd315000 ------T-W
ffff8000fd316000: 00000000fd316000 ------T-W
ffff8000fd317000: 00000000fd317000 ------T-W
ffff8000fd318000: 00000000fd318000 ------T-W
ffff8000fd319000: 00000000fd319000 ------T-W
ffff8000fd31a000: 00000000fd31a000 ------T-W
ffff8000fd31b000: 00000000fd31b000 ------T-W
ffff8000fd31c000: 00000000fd31c000 ------T-W
ffff8000fd31d000: 00000000fd31d000 ------T-W
ffff8000fd31e000: 00000000fd31e000 ------T-W
ffff8000fd31f000: 00000000fd31f000 ------T-W
ffff8000fd320000: 00000000fd320000 ------T-W
ffff8000fd321000: 00000000fd321000 ------T-W
ffff8000fd322000: 00000000fd322000 ------T-W
ffff8000fd323000: 00000000fd323000 ------T-W
ffff8000fd324000: 00000000fd324000 ------T-W
ffff8000fd325000: 00000000fd325000 ------T-W
ffff8000fd326000: 00000000fd326000 ------T-W
ffff8000fd327000: 00000000fd327000 ------T-W
ffff8000fd328000: 00000000fd328000 ------T-W
ffff8000fd329000: 00000000fd329000 ------T-W
ffff8000fd32a000: 00000000fd32a000 ------T-W
ffff8000fd32b000: 00000000fd32b000 ------T-W
ffff8000fd32c000: 00000000fd32c000 ------T-W
ffff8000fd32d000: 00000000fd32d000 ------T-W
ffff8000fd32e000: 00000000fd32e000 ------T-W
ffff8000fd32f000: 00000000fd32f000 ------T-W
ffff8000fd330000: 00000000fd330000 ------T-W
ffff8000fd331000: 00000000fd331000 ------T-W
ffff8000fd332000: 00000000fd332000 ------T-W
ffff8000fd333000: 00000000fd333000 ------T-W
ffff8000fd334000: 00000000fd334000 ------T-W
ffff8000fd335000: 00000000fd335000 ------T-W
ffff8000fd336000: 00000000fd336000 ------T-W
ffff8000fd337000: 00000000fd337000 ------T-W
ffff8000fd338000: 00000000fd338000 ------T-W
ffff8000fd339000: 00000000fd339000 ------T-W
ffff8000fd33a000: 00000000fd33a000 ------T-W
ffff8000fd33b000: 00000000fd33b000 ------T-W
ffff8000fd33c000: 00000000fd33c000 ------T-W
ffff8000fd33d000: 00000000fd33d000 ------T-W
ffff8000fd33e000: 00000000fd33e000 ------T-W
ffff8000fd33f000: 00000000fd33f000 ------T-W
ffff8000fd340000: 00000000fd340000 ------T-W
ffff8000fd341000: 00000000fd341000 ------T-W
ffff8000fd342000: 00000000fd342000 ------T-W
ffff8000fd343000: 00000000fd343000 ------T-W
ffff8000fd344000: 00000000fd344000 ------T-W
ffff8000fd345000: 00000000fd345000 ------T-W
ffff8000fd346000: 00000000fd346000 ------T-W
ffff8000fd347000: 00000000fd347000 ------T-W
ffff8000fd348000: 00000000fd348000 ------T-W
ffff8000fd349000: 00000000fd349000 ------T-W
ffff8000fd34a000: 00000000fd34a000 ------T-W
ffff8000fd34b000: 00000000fd34b000 ------T-W
ffff8000fd34c000: 00000000fd34c000 ------T-W
ffff8000fd34d000: 00000000fd34d000 ------T-W
ffff8000fd34e000: 00000000fd34e000 ------T-W
ffff8000fd34f000: 00000000fd34f000 ------T-W
ffff8000fd350000: 00000000fd350000 ------T-W
ffff8000fd351000: 00000000fd351000 ------T-W
ffff8000fd352000: 00000000fd352000 ------T-W
ffff8000fd353000: 00000000fd353000 ------T-W
ffff8000fd354000: 00000000fd354000 ------T-W
ffff8000fd355000: 00000000fd355000 ------T-W
ffff8000fd356000: 00000000fd356000 ------T-W
ffff8000fd357000: 00000000fd357000 ------T-W
ffff8000fd358000: 00000000fd358000 ------T-W
ffff8000fd359000: 00000000fd359000 ------T-W
ffff8000fd35a000: 00000000fd35a000 ------T-W
ffff8000fd35b000: 00000000fd35b000 ------T-W
ffff8000fd35c000: 00000000fd35c000 ------T-W
ffff8000fd35d000: 00000000fd35d000 ------T-W
ffff8000fd35e000: 00000000fd35e000 ------T-W
ffff8000fd35f000: 00000000fd35f000 ------T-W
ffff8000fd360000: 00000000fd360000 ------T-W
ffff8000fd361000: 00000000fd361000 ------T-W
ffff8000fd362000: 00000000fd362000 ------T-W
ffff8000fd363000: 00000000fd363000 ------T-W
ffff8000fd364000: 00000000fd364000 ------T-W
ffff8000fd365000: 00000000fd365000 ------T-W
ffff8000fd366000: 00000000fd366000 ------T-W
ffff8000fd367000: 00000000fd367000 ------T-W
ffff8000fd368000: 00000000fd368000 ------T-W
ffff8000fd369000: 00000000fd369000 ------T-W
ffff8000fd36a000: 00000000fd36a000 ------T-W
ffff8000fd36b000: 00000000fd36b000 ------T-W
ffff8000fd36c000: 00000000fd36c000 ------T-W
ffff8000fd36d000: 00000000fd36d000 ------T-W
ffff8000fd36e000: 00000000fd36e000 ------T-W
ffff8000fd36f000: 00000000fd36f000 ------T-W
ffff8000fd370000: 00000000fd370000 ------T-W
ffff8000fd371000: 00000000fd371000 ------T-W
ffff8000fd372000: 00000000fd372000 ------T-W
ffff8000fd373000: 00000000fd373000 ------T-W
ffff8000fd374000: 00000000fd374000 ------T-W
ffff8000fd375000: 00000000fd375000 ------T-W
ffff8000fd376000: 00000000fd376000 ------T-W
ffff8000fd377000: 00000000fd377000 ------T-W
ffff8000fd378000: 00000000fd378000 ------T-W
ffff8000fd379000: 00000000fd379000 ------T-W
ffff8000fd37a000: 00000000fd37a000 ------T-W
ffff8000fd37b000: 00000000fd37b000 ------T-W
ffff8000fd37c000: 00000000fd37c000 ------T-W
ffff8000fd37d000: 00000000fd37d000 ------T-W
ffff8000fd37e000: 00000000fd37e000 ------T-W
ffff8000fd37f000: 00000000fd37f000 ------T-W
ffff8000fd380000: 00000000fd380000 ------T-W
ffff8000fd381000: 00000000fd381000 ------T-W
ffff8000fd382000: 00000000fd382000 ------T-W
ffff8000fd383000: 00000000fd383000 ------T-W
ffff8000fd384000: 00000000fd384000 ------T-W
ffff8000fd385000: 00000000fd385000 ------T-W
ffff8000fd386000: 00000000fd386000 ------T-W
ffff8000fd387000: 00000000fd387000 ------T-W
ffff8000fd388000: 00000000fd388000 ------T-W
ffff8000fd389000: 00000000fd389000 ------T-W
ffff8000fd38a000: 00000000fd38a000 ------T-W
ffff8000fd38b000: 00000000fd38b000 ------T-W
ffff8000fd38c000: 00000000fd38c000 ------T-W
ffff8000fd38d000: 00000000fd38d000 ------T-W
ffff8000fd38e000: 00000000fd38e000 ------T-W
ffff8000fd38f000: 00000000fd38f000 ------T-W
ffff8000fd390000: 00000000fd390000 ------T-W
ffff8000fd391000: 00000000fd391000 ------T-W
ffff8000fd392000: 00000000fd392000 ------T-W
ffff8000fd393000: 00000000fd393000 ------T-W
ffff8000fd394000: 00000000fd394000 ------T-W
ffff8000fd395000: 00000000fd395000 ------T-W
ffff8000fd396000: 00000000fd396000 ------T-W
ffff8000fd397000: 00000000fd397000 ------T-W
ffff8000fd398000: 00000000fd398000 ------T-W
ffff8000fd399000: 00000000fd399000 ------T-W
ffff8000fd39a000: 00000000fd39a000 ------T-W
ffff8000fd39b000: 00000000fd39b000 ------T-W
ffff8000fd39c000: 00000000fd39c000 ------T-W
ffff8000fd39d000: 00000000fd39d000 ------T-W
ffff8000fd39e000: 00000000fd39e000 ------T-W
ffff8000fd39f000: 00000000fd39f000 ------T-W
ffff8000fd3a0000: 00000000fd3a0000 ------T-W
ffff8000fd3a1000: 00000000fd3a1000 ------T-W
ffff8000fd3a2000: 00000000fd3a2000 ------T-W
ffff8000fd3a3000: 00000000fd3a3000 ------T-W
ffff8000fd3a4000: 00000000fd3a4000 ------T-W
ffff8000fd3a5000: 00000000fd3a5000 ------T-W
ffff8000fd3a6000: 00000000fd3a6000 ------T-W
ffff8000fd3a7000: 00000000fd3a7000 ------T-W
ffff8000fd3a8000: 00000000fd3a8000 ------T-W
ffff8000fd3a9000: 00000000fd3a9000 ------T-W
ffff8000fd3aa000: 00000000fd3aa000 ------T-W
ffff8000fd3ab000: 00000000fd3ab000 ------T-W
ffff8000fd3ac000: 00000000fd3ac000 ------T-W
ffff8000fd3ad000: 00000000fd3ad000 ------T-W
ffff8000fd3ae000: 00000000fd3ae000 ------T-W
ffff8000fd3af000: 00000000fd3af000 ------T-W
ffff8000fd3b0000: 00000000fd3b0000 ------T-W
ffff8000fd3b1000: 00000000fd3b1000 ------T-W
ffff8000fd3b2000: 00000000fd3b2000 ------T-W
ffff8000fd3b3000: 00000000fd3b3000 ------T-W
ffff8000fd3b4000: 00000000fd3b4000 ------T-W
ffff8000fd3b5000: 00000000fd3b5000 ------T-W
ffff8000fd3b6000: 00000000fd3b6000 ------T-W
ffff8000fd3b7000: 00000000fd3b7000 ------T-W
ffff8000fd3b8000: 00000000fd3b8000 ------T-W
ffff8000fd3b9000: 00000000fd3b9000 ------T-W
ffff8000fd3ba000: 00000000fd3ba000 ------T-W
ffff8000fd3bb000: 00000000fd3bb000 ------T-W
ffff8000fd3bc000: 00000000fd3bc000 ------T-W
ffff8000fd3bd000: 00000000fd3bd000 ------T-W
ffff8000fd3be000: 00000000fd3be000 ------T-W
ffff8000fd3bf000: 00000000fd3bf000 ------T-W
ffff8000fd3c0000: 00000000fd3c0000 ------T-W
ffff8000fd3c1000: 00000000fd3c1000 ------T-W
ffff8000fd3c2000: 00000000fd3c2000 ------T-W
ffff8000fd3c3000: 00000000fd3c3000 ------T-W
ffff8000fd3c4000: 00000000fd3c4000 ------T-W
ffff8000fd3c5000: 00000000fd3c5000 ------T-W
ffff8000fd3c6000: 00000000fd3c6000 ------T-W
ffff8000fd3c7000: 00000000fd3c7000 ------T-W
ffff8000fd3c8000: 00000000fd3c8000 ------T-W
ffff8000fd3c9000: 00000000fd3c9000 ------T-W
ffff8000fd3ca000: 00000000fd3ca000 ------T-W
ffff8000fd3cb000: 00000000fd3cb000 ------T-W
ffff8000fd3cc000: 00000000fd3cc000 ------T-W
ffff8000fd3cd000: 00000000fd3cd000 ------T-W
ffff8000fd3ce000: 00000000fd3ce000 ------T-W
ffff8000fd3cf000: 00000000fd3cf000 ------T-W
ffff8000fd3d0000: 00000000fd3d0000 ------T-W
ffff8000fd3d1000: 00000000fd3d1000 ------T-W
ffff8000fd3d2000: 00000000fd3d2000 ------T-W
ffff8000fd3d3000: 00000000fd3d3000 ------T-W
ffff8000fd3d4000: 00000000fd3d4000 ------T-W
ffff8000fd3d5000: 00000000fd3d5000 ------T-W
ffff8000fd3d6000: 00000000fd3d6000 ------T-W
ffff8000fd3d7000: 00000000fd3d7000 ------T-W
ffff8000fd3d8000: 00000000fd3d8000 ------T-W
ffff8000fd3d9000: 00000000fd3d9000 ------T-W
ffff8000fd3da000: 00000000fd3da000 ------T-W
ffff8000fd3db000: 00000000fd3db000 ------T-W
ffff8000fd3dc000: 00000000fd3dc000 ------T-W
ffff8000fd3dd000: 00000000fd3dd000 ------T-W
ffff8000fd3de000: 00000000fd3de000 ------T-W
ffff8000fd3df000: 00000000fd3df000 ------T-W
ffff8000fd3e0000: 00000000fd3e0000 ------T-W
ffff8000fd3e1000: 00000000fd3e1000 ------T-W
ffff8000fd3e2000: 00000000fd3e2000 ------T-W
ffff8000fd3e3000: 00000000fd3e3000 ------T-W
ffff8000fd3e4000: 00000000fd3e4000 ------T-W
ffff8000fd3e5000: 00000000fd3e5000 ------T-W
ffff8000fd3e6000: 00000000fd3e6000 ------T-W
ffff8000fd3e7000: 00000000fd3e7000 ------T-W
ffff8000fd3e8000: 00000000fd3e8000 --------W
ffff8000fd3e9000: 00000000fd3e9000 --------W
ffff8000fd3ea000: 00000000fd3ea000 --------W
ffff8000fd3eb000: 00000000fd3eb000 --------W
ffff8000fd3ec000: 00000000fd3ec000 --------W
ffff8000fd3ed000: 00000000fd3ed000 --------W
ffff8000fd3ee000: 00000000fd3ee000 --------W
ffff8000fd3ef000: 00000000fd3ef000 --------W
ffff8000fd3f0000: 00000000fd3f0000 --------W
ffff8000fd3f1000: 00000000fd3f1000 --------W
ffff8000fd3f2000: 00000000fd3f2000 --------W
ffff8000fd3f3000: 00000000fd3f3000 --------W
ffff8000fd3f4000: 00000000fd3f4000 --------W
ffff8000fd3f5000: 00000000fd3f5000 --------W
ffff8000fd3f6000: 00000000fd3f6000 --------W
ffff8000fd3f7000: 00000000fd3f7000 --------W
ffff8000fd3f8000: 00000000fd3f8000 --------W
ffff8000fd3f9000: 00000000fd3f9000 --------W
ffff8000fd3fa000: 00000000fd3fa000 --------W
ffff8000fd3fb000: 00000000fd3fb000 --------W
ffff8000fd3fc000: 00000000fd3fc000 --------W
ffff8000fd3fd000: 00000000fd3fd000 --------W
ffff8000fd3fe000: 00000000fd3fe000 --------W
ffff8000fd3ff000: 00000000fd3ff000 --------W
ffff8000fd400000: 00000000fd400000 --P-----W
ffff8000fd600000: 00000000fd600000 --P-----W
ffff8000fd800000: 00000000fd800000 --P-----W
ffff8000fda00000: 00000000fda00000 --P-----W
ffff8000fdc00000: 00000000fdc00000 --P-----W
ffff8000fde00000: 00000000fde00000 --P-----W
ffff8000fe000000: 00000000fe000000 --P-----W
ffff8000fe200000: 00000000fe200000 --P-----W
ffff8000fe400000: 00000000fe400000 --P-----W
ffff8000fe600000: 00000000fe600000 --P-----W
ffff8000fe800000: 00000000fe800000 --P-----W
ffff8000fea00000: 00000000fea00000 --P-----W
ffff8000fec00000: 00000000fec00000 --P-----W
ffff8000fee00000: 00000000fee00000 --P-----W
ffff8000ff000000: 00000000ff000000 --P-----W
ffff8000ff200000: 00000000ff200000 --P-----W
ffff8000ff400000: 00000000ff400000 --P-----W
ffff8000ff600000: 00000000ff600000 --P-----W
ffff8000ff800000: 00000000ff800000 --P-----W
ffff8000ffa00000: 00000000ffa00000 --P-----W
ffff8000ffc00000: 00000000ffc00000 --P-----W
ffff8000ffe00000: 00000000ffe00000 --P-----W
ffffffff80000000: 0000000007e3b000 ----A----
ffffffff80001000: 0000000007e3c000 X---A----
ffffffff80002000: 0000000007e3d000 X--DA---W
(qemu)



CR3 = 0x7e89000

0xffff800007e897f0:	0x00000000	0x00000000	0x00000000	0x00000000
0xffff800007e89800:	0x07e85027	0x00000000	0x00000000	0x00000000
0xffff800007e89810:	0x00000000	0x00000000	0x00000000	0x00000000

0xffff800007e89fe0:	0x00000000	0x00000000	0x00000000	0x00000000
0xffff800007e89ff0:	0x00000000	0x00000000	0x07e88027	0x00000000
0xffff800007e8a000:	0x00000000	0x00000000	0x00000000	0x00000000


at 0x07e85027


0xffff800007e85ff7:	0x00000000	0x00000000	0xe3a02100	0x00000007
0xffff800007e86007:	0xe3b02100	0x00000007	0xe3c06380	0x00000007
0xffff800007e86017:	0x00000080	0x00000000	0x00000000	0x00000000

0xffff800007e86fe7:	0x00000000	0x00000000	0x00000000	0x00000000
0xffff800007e86ff7:	0x00000000	0x00000000	0xe8602700	0x00000007
0xffff800007e87007:	0x00000000	0x00000000	0x00000000	0x00000000



CR3=0000000007e99000

CR3=0000000007ea7000



0xffff800007e89800:	0x07e85027	0x00000000	0x00000000	0x00000000

0xffff800007e89ff0:	0x00000000	0x00000000	0x07e88027	0x00000000
